trial	FunSim	Hamaneh	ModuleSim	NetSim	Sun_topo
1	0.9433265306122445	0.9432448979591832	0.9630816326530615	0.953714285714285	0.9597857142857127
2	0.9425306122448974	0.9322040816326526	0.9671224489795922	0.9504489795918358	0.9572653061224473
3	0.9313265306122447	0.9273877551020403	0.9544489795918368	0.9407551020408152	0.9505204081632636
4	0.9404081632653056	0.9392244897959179	0.9644489795918371	0.9508979591836726	0.9578673469387738
5	0.9367959183673464	0.9260408163265299	0.9622857142857145	0.948877551020407	0.9540204081632632
6	0.9449183673469382	0.9423061224489792	0.9641224489795922	0.9573673469387748	0.9581428571428555
7	0.9383265306122444	0.9259387755102035	0.9596122448979596	0.945469387755101	0.9499387755102024
8	0.9449999999999995	0.9356530612244894	0.9664081632653063	0.954530612244897	0.9547142857142841
9	0.9455918367346932	0.9400204081632646	0.9666734693877553	0.9528367346938766	0.9582244897959166
10	0.9386938775510199	0.9306938775510201	0.9663877551020411	0.9476938775510196	0.9609489795918351
11	0.9296530612244894	0.9281836734693875	0.9620612244897963	0.9387551020408155	0.9539795918367331
12	0.9391020408163262	0.9344897959183668	0.9625510204081638	0.9465714285714276	0.9587040816326514
13	0.943836734693877	0.9336734693877541	0.9668367346938779	0.9552653061224478	0.9562857142857126
14	0.9407959183673467	0.9402244897959179	0.9648571428571433	0.9530204081632643	0.9597857142857128
15	0.9414285714285708	0.9421224489795913	0.9633877551020411	0.9553061224489788	0.9618163265306106
16	0.9333061224489789	0.9324693877551014	0.9598979591836737	0.9459591836734682	0.9511326530612226
17	0.9378775510204077	0.9307551020408159	0.9615510204081635	0.9460408163265296	0.9539999999999984
18	0.9409387755102037	0.9267142857142852	0.9658571428571432	0.9474081632653051	0.9573775510204063
19	0.9384897959183667	0.9286530612244892	0.9609183673469391	0.9500816326530602	0.9513775510204064
20	0.93904081632653	0.932183673469387	0.9664285714285719	0.9440612244897949	0.9578673469387736
21	0.9454897959183668	0.9346326530612239	0.964183673469388	0.9524285714285704	0.9539081632653043
22	0.9300816326530605	0.9210408163265298	0.9586734693877553	0.9376530612244888	0.9441428571428554
23	0.9415510204081626	0.9325306122448973	0.9656326530612248	0.9496938775510193	0.9569693877550999
24	0.933775510204081	0.9235714285714282	0.9582244897959186	0.943530612244897	0.9531632653061208
25	0.9424897959183668	0.9358163265306116	0.9623673469387758	0.9514081632653053	0.9545204081632638
26	0.9361020408163263	0.940857142857142	0.96365306122449	0.9529591836734683	0.9589489795918347
27	0.9425510204081629	0.9373877551020399	0.9669387755102044	0.9531632653061216	0.9567346938775492
28	0.9379795918367342	0.9348571428571424	0.9653673469387757	0.9507551020408156	0.9578163265306104
29	0.9413673469387749	0.9284285714285707	0.9661428571428576	0.9494081632653053	0.9597755102040798
30	0.9325306122448973	0.9316122448979588	0.9608775510204084	0.9427346938775503	0.9538469387755084
31	0.9422448979591831	0.9291836734693872	0.9661224489795921	0.9486122448979584	0.9578775510204064
32	0.9399183673469382	0.9373265306122446	0.9663469387755106	0.9518367346938768	0.9575510204081614
33	0.9456530612244893	0.939551020408163	0.9689183673469391	0.953979591836734	0.9573877551020391
34	0.9493877551020404	0.9424489795918365	0.9666122448979597	0.9576326530612235	0.9594081632653044
35	0.9416326530612238	0.9408367346938764	0.9604897959183676	0.9539795918367335	0.9531632653061204
36	0.9357959183673468	0.9388979591836729	0.9607346938775514	0.9481224489795909	0.9580408163265289
37	0.9337142857142853	0.923999999999999	0.9575102040816331	0.9481020408163255	0.948479591836733
38	0.9387755102040809	0.9381020408163258	0.9602040816326533	0.9520612244897949	0.9548673469387738
39	0.947428571428571	0.9444081632653054	0.9658775510204085	0.9564897959183664	0.9562346938775493
40	0.9480408163265304	0.9381836734693874	0.9682448979591839	0.9538571428571421	0.9619285714285697
41	0.93969387755102	0.9395510204081627	0.9699387755102044	0.9523061224489788	0.9596224489795903
42	0.9449183673469383	0.9430408163265303	0.9644489795918371	0.9540816326530602	0.9548469387755085
43	0.9455918367346932	0.9353265306122442	0.9647142857142861	0.9537346938775502	0.956418367346937
44	0.9451836734693873	0.9333469387755098	0.9633673469387758	0.9504081632653052	0.9563469387755087
45	0.9385102040816319	0.9378571428571417	0.9602244897959187	0.9512040816326519	0.9538265306122433
46	0.9446122448979588	0.9331632653061221	0.9656122448979595	0.9529795918367339	0.9572959183673451
47	0.9476122448979588	0.9464693877551017	0.966979591836735	0.9588775510204073	0.9617959183673453
