disease	dgnum	dgingraph	lccnum	lccratio	zscore	pvalue
DOID:3070	333	326	271	0.8312883435582822	8.58542315097	9.999000099990002e-05
DOID:4766	571	556	482	0.8669064748201439	10.3164567746	9.999000099990002e-05
DOID:77	52	51	5	0.09803921568627451	1.62485901397	0.0847915208479152
DOID:10155	25	25	13	0.52	15.5476414075	9.999000099990002e-05
DOID:8677	27	27	6	0.2222222222222222	5.50588137634	0.0028997100289971
DOID:2213	23	22	9	0.4090909090909091	11.5638639126	9.999000099990002e-05
DOID:1067	95	93	55	0.5913978494623656	14.5285571888	9.999000099990002e-05
DOID:3744	83	82	53	0.6463414634146342	17.1801030477	9.999000099990002e-05
DOID:2452	366	351	226	0.6438746438746439	5.99280185952	9.999000099990002e-05
DOID:3525	22	22	3	0.13636363636363635	2.42788610292	0.055194480551944806
DOID:11265	40	40	4	0.1	1.65292237188	0.08749125087491251
DOID:8466	47	44	7	0.1590909090909091	3.87626007337	0.0143985601439856
DOID:12377	19	18	6	0.3333333333333333	8.55866671748	0.00029997000299970003
DOID:13774	39	38	11	0.2894736842105263	8.51028733576	9.999000099990002e-05
DOID:824	136	134	77	0.5746268656716418	10.6911695534	9.999000099990002e-05
DOID:6132	19	19	2	0.10526315789473684	1.25166812738	0.25107489251074894
DOID:50	54	53	16	0.3018867924528302	8.51889880887	0.00029997000299970003
DOID:8869	12	12	5	0.4166666666666667	10.5994924418	0.00019998000199980003
DOID:6432	87	87	28	0.3218390804597701	7.25298248773	0.00029997000299970003
DOID:4195	95	94	32	0.3404255319148936	7.54313776635	0.00019998000199980003
DOID:11396	16	16	4	0.25	5.63948196989	0.004899510048995101
DOID:2860	10	10	1	0.1	-0.293094568535	1.0
DOID:2914	25	24	5	0.20833333333333334	4.85455281582	0.0066993300669933005
DOID:635	935	903	722	0.7995570321151716	8.64129294964	9.999000099990002e-05
DOID:1229	21	21	2	0.09523809523809523	0.973605258677	0.30456954304569545
DOID:9111	20	19	5	0.2631578947368421	6.56209717865	0.0021997800219978004
DOID:8499	12	11	2	0.18181818181818182	2.58337085941	0.10318968103189681
DOID:10629	23	22	3	0.13636363636363635	2.42788610292	0.055194480551944806
DOID:2531	113	110	60	0.5454545454545454	11.4777391735	9.999000099990002e-05
DOID:3490	13	13	12	0.9230769230769231	26.7569932023	9.999000099990002e-05
DOID:2876	24	24	23	0.9583333333333334	29.5778299448	9.999000099990002e-05
DOID:5403	22	22	7	0.3181818181818182	8.51853797602	0.00039996000399960006
DOID:3087	14	14	1	0.07142857142857142	-0.394647781685	1.0
DOID:9778	37	37	4	0.10810810810810811	1.91046328533	0.0704929507049295
DOID:6196	23	22	8	0.36363636363636365	10.0412009443	0.00019998000199980003
DOID:4473	191	175	131	0.7485714285714286	11.243393038	9.999000099990002e-05
DOID:74	275	260	178	0.6846153846153846	7.28221659067	9.999000099990002e-05
DOID:9201	10	10	2	0.2	2.97440340844	0.08409159084091591
DOID:11257	11	11	1	0.09090909090909091	-0.324848052456	1.0
DOID:1319	193	190	135	0.7105263157894737	9.66255885614	9.999000099990002e-05
DOID:12176	14	13	1	0.07692307692307693	-0.364163163199	1.0
DOID:1967	12	12	2	0.16666666666666666	2.39067985295	0.11608839116088392
DOID:5426	316	297	161	0.5420875420875421	4.87196986643	9.999000099990002e-05
DOID:3086	12	12	6	0.5	13.3357633047	9.999000099990002e-05
DOID:999	24	24	3	0.125	2.10752202371	0.06869313068693131
DOID:2030	57	56	14	0.25	6.69278983287	0.0013998600139986002
DOID:5183	16	12	2	0.16666666666666666	2.39067985295	0.11608839116088392
DOID:9206	65	64	39	0.609375	18.0135230284	9.999000099990002e-05
DOID:2615	14	14	2	0.14285714285714285	1.97560916537	0.1498850114988501
DOID:11613	40	38	6	0.15789473684210525	3.78764977582	0.015598440155984402
DOID:612	52	52	6	0.11538461538461539	2.21658265212	0.0504949505049495
DOID:0060172	22	18	2	0.1111111111111111	1.3117008263	0.23527647235276472
DOID:4916	20	19	2	0.10526315789473684	1.25166812738	0.25107489251074894
DOID:2645	79	78	40	0.5128205128205128	13.3344713949	9.999000099990002e-05
DOID:12270	17	17	6	0.35294117647058826	9.04075011184	0.00039996000399960006
DOID:11612	365	348	222	0.6379310344827587	5.82883030593	9.999000099990002e-05
DOID:8398	179	173	82	0.47398843930635837	6.49402337562	9.999000099990002e-05
DOID:10887	11	11	3	0.2727272727272727	5.49158977128	0.007899210078992101
DOID:5213	12	12	1	0.08333333333333333	-0.345591009989	1.0
DOID:1909	481	467	372	0.7965738758029979	8.65591683053	9.999000099990002e-05
DOID:3347	115	115	90	0.782608695652174	16.8840055554	9.999000099990002e-05
DOID:13141	35	35	8	0.22857142857142856	6.05124499011	0.0022997700229977
DOID:1749	597	574	483	0.8414634146341463	9.91396116516	9.999000099990002e-05
DOID:1785	38	37	10	0.2702702702702703	7.58988641963	0.0007999200079992001
DOID:9975	115	93	39	0.41935483870967744	9.86571011798	9.999000099990002e-05
DOID:1926	18	17	2	0.11764705882352941	1.41930383323	0.22177782221777823
DOID:3652	20	19	14	0.7368421052631579	22.4933843325	9.999000099990002e-05
DOID:5077	11	10	4	0.4	9.50939936239	0.00039996000399960006
DOID:0050562	11	11	3	0.2727272727272727	5.49158977128	0.007899210078992101
DOID:1432	21	19	2	0.10526315789473684	1.25166812738	0.25107489251074894
DOID:5675	96	94	61	0.648936170212766	15.7198280524	9.999000099990002e-05
DOID:3168	32	32	9	0.28125	8.0413621707	0.0007999200079992001
DOID:9146	20	19	3	0.15789473684210525	3.02181114447	0.0321967803219678
DOID:10159	35	35	20	0.5714285714285714	17.9327391784	9.999000099990002e-05
DOID:3146	40	39	5	0.1282051282051282	2.6088948593	0.0365963403659634
DOID:0050426	23	22	3	0.13636363636363635	2.42788610292	0.055194480551944806
DOID:57	17	17	9	0.5294117647058824	14.7568348208	9.999000099990002e-05
DOID:305	340	334	263	0.7874251497005988	8.01966470325	9.999000099990002e-05
DOID:4971	30	30	6	0.2	5.00300059986	0.005499450054994501
DOID:10976	22	22	6	0.2727272727272727	6.99587500774	0.0008999100089991
DOID:12140	23	22	8	0.36363636363636365	10.0412009443	0.00019998000199980003
DOID:4844	17	17	10	0.5882352941176471	16.6621963905	9.999000099990002e-05
DOID:11162	19	19	1	0.05263157894736842	-0.518474889706	1.0
DOID:10021	18	17	5	0.29411764705882354	7.13538854219	0.0015998400159984002
DOID:1074	77	75	10	0.13333333333333333	2.40643614888	0.041995800419958006
DOID:13001	88	87	57	0.6551724137931034	16.2948132437	9.999000099990002e-05
DOID:1827	46	39	3	0.07692307692307693	0.836066061189	0.21247875212478753
DOID:0050427	14	14	11	0.7857142857142857	23.3079216889	9.999000099990002e-05
DOID:8670	19	19	4	0.21052631578947367	4.79195416156	0.006799320067993201
DOID:12603	48	48	20	0.4166666666666667	12.5322066558	9.999000099990002e-05
DOID:9281	11	11	2	0.18181818181818182	2.58337085941	0.10318968103189681
DOID:4450	315	298	240	0.8053691275167785	8.39927251833	9.999000099990002e-05
DOID:10939	15	15	2	0.13333333333333333	1.75187302171	0.1787821217878212
DOID:670	93	89	20	0.2247191011235955	4.5624589307	0.0058994100589941
DOID:778	21	21	2	0.09523809523809523	0.973605258677	0.30456954304569545
DOID:614	18	18	8	0.4444444444444444	12.1821496631	9.999000099990002e-05
DOID:12185	17	10	3	0.3	6.24190138542	0.005499450054994501
DOID:3946	13	13	4	0.3076923076923077	7.03251584559	0.0025997400259974
DOID:2449	20	19	3	0.15789473684210525	3.02181114447	0.0321967803219678
DOID:2224	28	28	10	0.35714285714285715	10.2525586236	0.00019998000199980003
DOID:4	2685	2526	2279	0.9022169437846398	9.62835390255	9.999000099990002e-05
DOID:9074	543	494	388	0.7854251012145749	8.59706164181	9.999000099990002e-05
DOID:4610	24	24	13	0.5416666666666666	15.8426759843	9.999000099990002e-05
DOID:10241	32	31	6	0.1935483870967742	4.91192633753	0.0058994100589941
DOID:1247	31	31	19	0.6129032258064516	19.7837251097	9.999000099990002e-05
DOID:5485	19	19	5	0.2631578947368421	6.56209717865	0.0021997800219978004
DOID:8691	13	13	1	0.07692307692307693	-0.364163163199	1.0
DOID:0060058	217	211	154	0.7298578199052133	9.18804329732	9.999000099990002e-05
DOID:8805	42	42	9	0.21428571428571427	5.7006307866	0.0031996800319968005
DOID:535	48	44	19	0.4318181818181818	13.6765510117	9.999000099990002e-05
DOID:768	43	43	36	0.8372093023255814	27.1437900723	9.999000099990002e-05
DOID:1852	17	17	2	0.11764705882352941	1.41930383323	0.22177782221777823
DOID:0060123	10	10	5	0.5	12.7768973394	9.999000099990002e-05
DOID:9352	2696	2539	2290	0.9019298936589208	9.74835229521	9.999000099990002e-05
DOID:2349	104	103	55	0.5339805825242718	11.9075187357	9.999000099990002e-05
DOID:8552	138	133	100	0.7518796992481203	14.3586487027	9.999000099990002e-05
DOID:0050431	12	12	5	0.4166666666666667	10.5994924418	0.00019998000199980003
DOID:769	235	225	157	0.6977777777777778	8.22346457867	9.999000099990002e-05
DOID:2228	11	11	3	0.2727272727272727	5.49158977128	0.007899210078992101
DOID:10591	417	402	289	0.7189054726368159	7.10264003048	9.999000099990002e-05
DOID:2723	29	28	11	0.39285714285714285	11.4747891591	9.999000099990002e-05
DOID:10584	77	66	7	0.10606060606060606	1.71194979442	0.07799220077992201
DOID:4890	17	13	3	0.23076923076923078	4.56695617599	0.013398660133986601
DOID:1681	13	12	1	0.08333333333333333	-0.345591009989	1.0
DOID:12858	68	66	35	0.5303030303030303	14.938569988	9.999000099990002e-05
DOID:10534	667	649	548	0.8443759630200308	10.0534502705	9.999000099990002e-05
DOID:4467	196	180	136	0.7555555555555555	11.0641099343	9.999000099990002e-05
DOID:4851	20	19	7	0.3684210526315789	10.1023832128	0.00029997000299970003
DOID:1575	20	20	4	0.2	4.39351429213	0.009999000099990002
DOID:104	35	35	9	0.2571428571428571	7.0413695058	0.0008999100089991
DOID:8675	352	348	273	0.7844827586206896	7.89968632146	9.999000099990002e-05
DOID:1781	219	217	182	0.8387096774193549	10.5248816799	9.999000099990002e-05
DOID:14175	11	11	7	0.6363636363636364	17.1244654188	9.999000099990002e-05
DOID:684	585	571	509	0.8914185639229422	10.9070878015	9.999000099990002e-05
DOID:3875	20	20	6	0.3	7.68811463868	0.0008999100089991
DOID:11400	14	14	9	0.6428571428571429	18.5674077948	9.999000099990002e-05
DOID:3388	33	33	5	0.15151515151515152	3.44139647602	0.019598040195980403
DOID:2848	80	78	10	0.1282051282051282	2.19967836338	0.0494950504949505
DOID:11758	35	34	5	0.14705882352941177	3.25844967236	0.0206979302069793
DOID:2559	41	37	3	0.08108108108108109	0.963892762943	0.18968103189681032
DOID:731	17	17	3	0.17647058823529413	3.32466540289	0.026297370262973702
DOID:3082	30	27	3	0.1111111111111111	1.763523688	0.096990300969903
DOID:898	14	14	9	0.6428571428571429	18.5674077948	9.999000099990002e-05
DOID:418	163	159	111	0.6981132075471698	11.1278076697	9.999000099990002e-05
DOID:3324	73	71	5	0.07042253521126761	0.603344017173	0.2191780821917808
DOID:767	24	24	10	0.4166666666666667	11.7221297961	9.999000099990002e-05
DOID:65	138	138	75	0.5434782608695652	9.48306772537	9.999000099990002e-05
DOID:1921	24	22	2	0.09090909090909091	0.90522313464	0.33356664333566644
DOID:10952	26	26	6	0.23076923076923078	5.79634490039	0.0031996800319968005
DOID:8568	12	12	3	0.25	5.12695071588	0.0091990800919908
DOID:5295	17	17	3	0.17647058823529413	3.32466540289	0.026297370262973702
DOID:4079	32	32	2	0.0625	0.273002359094	0.553944605539446
DOID:0080000	44	41	13	0.3170731707317073	9.4662881815	0.00029997000299970003
DOID:12556	10	10	2	0.2	2.97440340844	0.08409159084091591
DOID:12297	36	34	16	0.47058823529411764	14.6015131858	9.999000099990002e-05
DOID:585	25	25	6	0.24	6.08517619811	0.0024997500249975004
DOID:1307	130	127	84	0.6614173228346457	13.0242352018	9.999000099990002e-05
DOID:8997	16	16	3	0.1875	3.61249542331	0.022797720227977204
DOID:2526	28	28	8	0.2857142857142857	7.80809755271	0.0005999400059994001
DOID:5082	326	320	236	0.7375	7.37504467845	9.999000099990002e-05
DOID:9119	524	501	401	0.8003992015968064	8.87689183196	9.999000099990002e-05
DOID:0050120	11	11	5	0.45454545454545453	11.308027595	0.00019998000199980003
DOID:4737	14	14	2	0.14285714285714285	1.97560916537	0.1498850114988501
DOID:13949	12	12	2	0.16666666666666666	2.39067985295	0.11608839116088392
DOID:11949	18	17	3	0.17647058823529413	3.32466540289	0.026297370262973702
DOID:1679	13	13	9	0.6923076923076923	19.3603141936	9.999000099990002e-05
DOID:9663	15	15	2	0.13333333333333333	1.75187302171	0.1787821217878212
DOID:1168	121	120	59	0.49166666666666664	9.5251285498	9.999000099990002e-05
DOID:750	46	45	10	0.2222222222222222	6.03454130004	0.0027997200279972004
DOID:1380	159	152	106	0.6973684210526315	11.7263374473	9.999000099990002e-05
DOID:8924	43	43	10	0.23255813953488372	6.24484571547	0.0017998200179982
DOID:3753	12	12	3	0.25	5.12695071588	0.0091990800919908
DOID:9008	79	74	38	0.5135135135135135	14.0506819491	9.999000099990002e-05
DOID:1210	11	11	4	0.36363636363636365	8.39980868316	0.0007999200079992001
DOID:3078	15	14	4	0.2857142857142857	6.71612305949	0.0018998100189981002
DOID:5418	55	53	4	0.07547169811320754	0.837525713198	0.1845815418458154
DOID:14323	10	10	2	0.2	2.97440340844	0.08409159084091591
DOID:2351	12	12	4	0.3333333333333333	7.86322157882	0.0011998800119988001
DOID:2377	536	505	375	0.7425742574257426	7.71362932837	9.999000099990002e-05
DOID:1184	68	68	29	0.4264705882352941	11.9624331449	9.999000099990002e-05
DOID:0050597	21	20	3	0.15	2.74621411886	0.04279572042795721
DOID:3491	16	16	5	0.3125	7.66646851647	0.0010998900109989002
DOID:0060060	351	347	272	0.7838616714697406	7.8916996904	9.999000099990002e-05
DOID:8541	18	18	5	0.2777777777777778	6.74692524468	0.0017998200179982
DOID:12930	115	110	49	0.44545454545454544	9.11069365288	9.999000099990002e-05
DOID:3571	472	459	365	0.7952069716775599	8.57233753658	9.999000099990002e-05
DOID:8577	324	305	183	0.6	5.55608343104	9.999000099990002e-05
DOID:3947	14	13	2	0.15384615384615385	2.1013965064	0.1316868313168683
DOID:1875	19	19	3	0.15789473684210525	3.02181114447	0.0321967803219678
DOID:9120	43	43	23	0.5348837209302325	16.6943178939	9.999000099990002e-05
DOID:4830	14	14	5	0.35714285714285715	9.08638000655	0.0004999500049995
DOID:12704	27	27	21	0.7777777777777778	24.217669818	9.999000099990002e-05
DOID:1115	43	43	29	0.6744186046511628	21.517151207	9.999000099990002e-05
DOID:1724	51	51	11	0.21568627450980393	5.65960390652	0.0038996100389961006
DOID:4007	22	22	2	0.09090909090909091	0.90522313464	0.33356664333566644
DOID:381	18	18	5	0.2777777777777778	6.74692524468	0.0017998200179982
DOID:10024	41	37	4	0.10810810810810811	1.91046328533	0.0704929507049295
DOID:0060025	19	19	4	0.21052631578947367	4.79195416156	0.006799320067993201
DOID:12217	44	43	27	0.627906976744186	19.9095401026	9.999000099990002e-05
DOID:633	27	26	5	0.19230769230769232	4.49703645619	0.008999100089991
DOID:10923	103	100	47	0.47	10.4818921833	9.999000099990002e-05
DOID:1837	491	457	295	0.6455142231947484	5.91512221351	9.999000099990002e-05
DOID:1094	176	163	36	0.22085889570552147	2.4222420273	0.0314968503149685
DOID:715	21	21	3	0.14285714285714285	2.5239321037	0.05019498050194981
DOID:308	17	16	1	0.0625	-0.441477669845	1.0
DOID:2998	74	72	30	0.4166666666666667	11.2084153133	9.999000099990002e-05
DOID:12361	145	138	71	0.5144927536231884	8.89967114093	9.999000099990002e-05
DOID:4607	49	49	23	0.46938775510204084	13.9007348826	9.999000099990002e-05
DOID:1984	71	71	53	0.7464788732394366	21.5892228754	9.999000099990002e-05
DOID:5520	18	17	1	0.058823529411764705	-0.486057736418	1.0
DOID:6419	14	13	3	0.23076923076923078	4.56695617599	0.013398660133986601
DOID:3770	97	97	51	0.5257731958762887	12.3140009403	9.999000099990002e-05
DOID:8893	176	156	64	0.41025641025641024	6.11635687653	9.999000099990002e-05
DOID:2218	13	13	6	0.46153846153846156	11.9636351848	0.00019998000199980003
DOID:11054	616	602	493	0.8189368770764119	9.3433393928	9.999000099990002e-05
DOID:11247	13	13	8	0.6153846153846154	16.894754524	9.999000099990002e-05
DOID:11202	13	13	2	0.15384615384615385	2.1013965064	0.1316868313168683
DOID:13544	26	25	4	0.16	3.3816147097	0.019598040195980403
DOID:1324	855	829	707	0.8528347406513872	10.2352791613	9.999000099990002e-05
DOID:224	33	33	12	0.36363636363636365	10.9788731131	9.999000099990002e-05
DOID:799	13	12	4	0.3333333333333333	7.86322157882	0.0011998800119988001
DOID:2870	25	24	9	0.375	10.3486144001	9.999000099990002e-05
DOID:2089	23	23	5	0.21739130434782608	5.09002748055	0.0046995300469953
DOID:1245	14	14	3	0.21428571428571427	4.34586611243	0.014498550144985502
DOID:5940	15	15	2	0.13333333333333333	1.75187302171	0.1787821217878212
DOID:4159	219	210	136	0.6476190476190476	8.08543496731	9.999000099990002e-05
DOID:11984	81	81	46	0.5679012345679012	14.9750903027	9.999000099990002e-05
DOID:263	170	156	120	0.7692307692307693	12.7804809516	9.999000099990002e-05
DOID:0060072	595	583	502	0.8610634648370498	10.3680680724	9.999000099990002e-05
DOID:9974	185	172	46	0.26744186046511625	3.08983467629	0.008899110088991101
DOID:14228	107	100	24	0.24	4.63864727094	0.0038996100389961006
DOID:3594	16	16	5	0.3125	7.66646851647	0.0010998900109989002
DOID:8567	229	226	187	0.827433628318584	10.0184191722	9.999000099990002e-05
DOID:2994	72	68	27	0.39705882352941174	11.0265739376	9.999000099990002e-05
DOID:3069	85	84	50	0.5952380952380952	15.0881477876	9.999000099990002e-05
DOID:8649	21	20	14	0.7	20.8665160249	9.999000099990002e-05
DOID:3319	10	10	2	0.2	2.97440340844	0.08409159084091591
DOID:10003	59	50	7	0.14	3.04538247092	0.026297370262973702
DOID:409	176	173	67	0.3872832369942196	5.02541861847	0.00019998000199980003
DOID:591	12	12	1	0.08333333333333333	-0.345591009989	1.0
DOID:4661	17	17	2	0.11764705882352941	1.41930383323	0.22177782221777823
DOID:557	239	232	115	0.4956896551724138	5.23074346139	9.999000099990002e-05
DOID:13359	14	14	3	0.21428571428571427	4.34586611243	0.014498550144985502
DOID:4015	32	32	21	0.65625	21.3585504192	9.999000099990002e-05
DOID:127	77	77	41	0.5324675324675324	14.066303855	9.999000099990002e-05
DOID:2596	95	92	52	0.5652173913043478	13.5378182985	9.999000099990002e-05
DOID:1520	86	85	56	0.6588235294117647	16.9431571286	9.999000099990002e-05
DOID:2513	112	104	59	0.5673076923076923	12.6327865085	9.999000099990002e-05
DOID:1618	21	20	9	0.45	12.6300151585	9.999000099990002e-05
DOID:14268	41	40	6	0.15	3.40204657494	0.0187981201879812
DOID:1036	409	386	314	0.8134715025906736	8.45623711863	9.999000099990002e-05
DOID:1920	25	24	2	0.08333333333333333	0.734006627653	0.3688631136886311
DOID:3864	40	40	18	0.45	13.8967917932	9.999000099990002e-05
DOID:2256	25	24	6	0.25	6.22806821188	0.0025997400259974
DOID:1574	458	444	253	0.5698198198198198	4.72169712605	9.999000099990002e-05
DOID:10595	25	25	2	0.08	0.678053221293	0.39576042395760425
DOID:321	34	33	13	0.3939393939393939	12.0556554899	9.999000099990002e-05
DOID:2957	99	96	33	0.34375	7.53943911505	0.00029997000299970003
DOID:0050541	11	10	2	0.2	2.97440340844	0.08409159084091591
DOID:4428	24	16	3	0.1875	3.61249542331	0.022797720227977204
DOID:437	48	48	7	0.14583333333333334	3.23749208176	0.023397660233976603
DOID:1509	19	19	3	0.15789473684210525	3.02181114447	0.0321967803219678
DOID:2975	13	13	6	0.46153846153846156	11.9636351848	0.00019998000199980003
DOID:14067	77	74	14	0.1891891891891892	4.18484246371	0.0091990800919908
DOID:11981	76	75	24	0.32	7.93901835472	9.999000099990002e-05
DOID:4914	34	34	21	0.6176470588235294	19.7574511464	9.999000099990002e-05
DOID:14227	103	96	33	0.34375	7.53943911505	0.00029997000299970003
DOID:8929	57	56	12	0.21428571428571427	5.49516800321	0.003999600039996
DOID:3083	554	540	420	0.7777777777777778	8.51371647901	9.999000099990002e-05
DOID:6193	11	11	4	0.36363636363636365	8.39980868316	0.0007999200079992001
DOID:2942	20	20	2	0.1	1.09891394559	0.2770722927707229
DOID:853	14	14	2	0.14285714285714285	1.97560916537	0.1498850114988501
DOID:2843	61	59	19	0.3220338983050847	9.21174261176	0.00019998000199980003
DOID:1099	18	16	4	0.25	5.63948196989	0.004899510048995101
DOID:4479	12	10	3	0.3	6.24190138542	0.005499450054994501
DOID:4001	42	40	12	0.3	8.64941918409	0.00029997000299970003
DOID:2508	15	15	2	0.13333333333333333	1.75187302171	0.1787821217878212
DOID:5844	431	412	271	0.6577669902912622	6.21798978229	9.999000099990002e-05
DOID:10892	26	23	7	0.30434782608695654	7.94943284011	0.0006999300069993001
DOID:11716	31	30	3	0.1	1.52555526737	0.11398860113988601
DOID:10017	10	10	2	0.2	2.97440340844	0.08409159084091591
DOID:12531	15	15	8	0.5333333333333333	14.8925632708	9.999000099990002e-05
DOID:10772	12	12	4	0.3333333333333333	7.86322157882	0.0011998800119988001
DOID:10126	19	16	2	0.125	1.58550887673	0.18908109189081093
DOID:1005	14	14	3	0.21428571428571427	4.34586611243	0.014498550144985502
DOID:13550	15	15	2	0.13333333333333333	1.75187302171	0.1787821217878212
DOID:419	25	25	11	0.44	12.8440799191	9.999000099990002e-05
DOID:4464	191	175	131	0.7485714285714286	11.243393038	9.999000099990002e-05
DOID:4404	13	13	2	0.15384615384615385	2.1013965064	0.1316868313168683
DOID:3748	105	103	72	0.6990291262135923	16.0365836127	9.999000099990002e-05
DOID:8544	48	46	3	0.06521739130434782	0.476223372879	0.3037696230376962
DOID:4465	195	179	134	0.7486033519553073	10.8302705118	9.999000099990002e-05
DOID:13025	24	24	5	0.20833333333333334	4.85455281582	0.0066993300669933005
DOID:12241	53	51	21	0.4117647058823529	12.3841787274	9.999000099990002e-05
DOID:162	1256	1229	1139	0.9267697314890154	12.1593021408	9.999000099990002e-05
DOID:848	87	86	14	0.16279069767441862	3.05054115336	0.0245975402459754
DOID:657	190	184	108	0.5869565217391305	8.10016265441	9.999000099990002e-05
DOID:12689	50	50	41	0.82	26.33597878	9.999000099990002e-05
DOID:5409	165	162	108	0.6666666666666666	10.4557928881	9.999000099990002e-05
DOID:4645	11	11	7	0.6363636363636364	17.1244654188	9.999000099990002e-05
DOID:0050328	14	13	2	0.15384615384615385	2.1013965064	0.1316868313168683
DOID:678	19	16	6	0.375	9.69345506305	0.00039996000399960006
DOID:1595	80	78	10	0.1282051282051282	2.19967836338	0.0494950504949505
DOID:8533	13	13	3	0.23076923076923078	4.56695617599	0.013398660133986601
DOID:9976	48	44	4	0.09090909090909091	1.4261873388	0.10478952104789521
DOID:10603	105	100	35	0.35	7.43324266379	9.999000099990002e-05
DOID:0050570	17	17	2	0.11764705882352941	1.41930383323	0.22177782221777823
DOID:3114	41	40	24	0.6	19.1441644024	9.999000099990002e-05
DOID:1682	110	102	37	0.3627450980392157	7.69158324482	9.999000099990002e-05
DOID:7693	88	86	48	0.5581395348837209	14.1077040299	9.999000099990002e-05
DOID:8692	160	154	101	0.6558441558441559	10.6899492585	9.999000099990002e-05
DOID:14250	106	105	54	0.5142857142857142	11.112733684	9.999000099990002e-05
DOID:11713	93	92	35	0.3804347826086957	8.63513135422	0.00019998000199980003
DOID:3298	11	11	4	0.36363636363636365	8.39980868316	0.0007999200079992001
DOID:11503	59	59	9	0.15254237288135594	3.47094415497	0.019098090190980903
DOID:2600	99	96	53	0.5520833333333334	12.9945193484	9.999000099990002e-05
DOID:0050425	27	21	2	0.09523809523809523	0.973605258677	0.30456954304569545
DOID:4440	30	28	6	0.21428571428571427	5.3636364818	0.0040995900409959
DOID:26	15	14	2	0.14285714285714285	1.97560916537	0.1498850114988501
DOID:4988	37	37	6	0.16216216216216217	3.80360433009	0.013798620137986202
DOID:0050117	294	287	221	0.7700348432055749	8.04828315906	9.999000099990002e-05
DOID:2214	16	16	7	0.4375	11.7204416096	9.999000099990002e-05
DOID:3614	11	10	2	0.2	2.97440340844	0.08409159084091591
DOID:14499	11	11	1	0.09090909090909091	-0.324848052456	1.0
DOID:1686	60	55	9	0.16363636363636364	3.82754259288	0.012898710128987101
DOID:9505	59	56	13	0.23214285714285715	6.09397891804	0.0025997400259974
DOID:2468	65	62	8	0.12903225806451613	2.51437253422	0.038196180381961806
DOID:3969	40	39	11	0.28205128205128205	7.92738125363	0.00039996000399960006
DOID:4362	230	227	172	0.7577092511013216	9.21014085082	9.999000099990002e-05
DOID:3590	11	11	2	0.18181818181818182	2.58337085941	0.10318968103189681
DOID:1586	12	12	3	0.25	5.12695071588	0.0091990800919908
DOID:3362	27	25	7	0.28	7.43695694232	0.000999900009999
DOID:2154	31	27	3	0.1111111111111111	1.763523688	0.096990300969903
DOID:2476	24	21	3	0.14285714285714285	2.5239321037	0.05019498050194981
DOID:9406	15	15	2	0.13333333333333333	1.75187302171	0.1787821217878212
DOID:12918	13	13	3	0.23076923076923078	4.56695617599	0.013398660133986601
DOID:7998	26	26	3	0.11538461538461539	1.89841956781	0.07949205079492051
DOID:302	186	173	46	0.2658959537572254	2.96937195847	0.0115988401159884
DOID:4418	11	10	6	0.6	16.0443953163	9.999000099990002e-05
DOID:8927	32	27	7	0.25925925925925924	6.75333393912	0.0010998900109989002
DOID:13580	35	34	8	0.23529411764705882	6.35201244874	0.001999800019998
DOID:2987	50	48	7	0.14583333333333334	3.23749208176	0.023397660233976603
DOID:4960	28	28	15	0.5357142857142857	16.3637113009	9.999000099990002e-05
DOID:10754	25	24	6	0.25	6.22806821188	0.0025997400259974
DOID:1936	425	413	320	0.774818401937046	8.10565510031	9.999000099990002e-05
DOID:0050523	27	27	7	0.25925925925925924	6.75333393912	0.0010998900109989002
DOID:1793	410	403	346	0.858560794044665	9.38864714779	9.999000099990002e-05
DOID:1205	150	144	78	0.5416666666666666	9.22209495974	9.999000099990002e-05
DOID:8781	15	15	3	0.2	3.94198806322	0.018998100189981004
DOID:9252	14	14	1	0.07142857142857142	-0.394647781685	1.0
DOID:809	115	93	39	0.41935483870967744	9.86571011798	9.999000099990002e-05
DOID:5158	27	27	2	0.07407407407407407	0.516071125222	0.44915508449155084
DOID:688	56	54	6	0.1111111111111111	2.09651902	0.054394560543945605
DOID:8622	27	27	3	0.1111111111111111	1.763523688	0.096990300969903
DOID:615	28	26	3	0.11538461538461539	1.89841956781	0.07949205079492051
DOID:660	14	13	2	0.15384615384615385	2.1013965064	0.1316868313168683
DOID:14256	10	10	2	0.2	2.97440340844	0.08409159084091591
DOID:4500	10	10	1	0.1	-0.293094568535	1.0
DOID:3962	22	22	6	0.2727272727272727	6.99587500774	0.0008999100089991
DOID:10526	14	14	6	0.42857142857142855	11.4566369536	0.00019998000199980003
DOID:4964	88	84	12	0.14285714285714285	2.49132086905	0.0397960203979602
DOID:13258	20	20	5	0.25	6.04081446541	0.0025997400259974
DOID:10211	32	31	11	0.3548387096774194	10.6318489422	9.999000099990002e-05
DOID:0080036	21	20	6	0.3	7.68811463868	0.0008999100089991
DOID:1849	10	10	2	0.2	2.97440340844	0.08409159084091591
DOID:916	255	246	160	0.6504065040650406	7.16145679387	9.999000099990002e-05
DOID:2352	53	52	8	0.15384615384615385	3.53770713187	0.0178982101789821
DOID:1510	19	19	3	0.15789473684210525	3.02181114447	0.0321967803219678
DOID:1395	12	12	2	0.16666666666666666	2.39067985295	0.11608839116088392
DOID:8651	16	14	2	0.14285714285714285	1.97560916537	0.1498850114988501
