trial	FunSim	Hamaneh	ModuleSim	NetSim	Sun_topo
1	0.9091642031711908	0.9461972588013954	0.9583982800322496	0.9517334049986553	0.9508465466272487
2	0.9052674012362271	0.9357430798172516	0.9463585057780168	0.9429723192690125	0.9462778822897056
3	0.9012631013168508	0.9348024724536392	0.9495296963181943	0.9382961569470559	0.9403923676431051
4	0.9090835796828813	0.9492878258532633	0.9545014780972858	0.9558452029024446	0.953238376780433
5	0.9051330287557112	0.9411986025262004	0.9513840365493149	0.9448535339962357	0.9464928782585306
6	0.905831765654394	0.9455253963988157	0.9616500940607364	0.9502284332168762	0.949999999999998
7	0.9054823972050527	0.9386186509002935	0.9525127653856492	0.9497984412792249	0.9488847084117153
8	0.9061542596076329	0.938161784466539	0.9489384574039239	0.947433485622143	0.9466272507390466
9	0.9121472722386459	0.9449879064767519	0.9617575920451493	0.9520558989518935	0.9550658425154509
10	0.9012362268207473	0.9366433754367084	0.9501209352324647	0.9437785541521082	0.947124428916956
11	0.9018543402311208	0.9377855415210941	0.9492878258532654	0.9422735823703292	0.945847890352054
12	0.8951894651975278	0.9278419779629112	0.9505240526740126	0.9402579951625897	0.9454850846546614
13	0.9023918301531849	0.9319269013705975	0.9532652512765388	0.9388605213652234	0.9461703843052929
14	0.9152109647944104	0.9510346680999711	0.957108304219296	0.9560064498790636	0.9540714861596326
15	0.9110991668906212	0.9484278419779606	0.9529965063155067	0.9560870733673726	0.9521902714324091
16	0.9014512227895731	0.9346680999731236	0.9442891695780706	0.9411448535339946	0.9447191615157198
17	0.9150497178177911	0.9435635581832824	0.9592045149153455	0.9541252351518394	0.9514377855415195
18	0.8963719430260687	0.9322225208277328	0.9494221983337814	0.9418435904326782	0.9437248051599016
19	0.9038968019349641	0.941010481053478	0.9503628056973934	0.9452029024455777	0.9474872346143495
20	0.9104810534802474	0.9454716474066096	0.9521096479441011	0.9524590163934417	0.9503090567051855
21	0.9064767535608711	0.9436979306637978	0.9486428379467886	0.9473528621338336	0.9503359312012882
22	0.9110454178984148	0.9454447729105055	0.9552270894920721	0.9521902714324095	0.9533996237570525
23	0.9070948669712445	0.9435098091910754	0.955334587476485	0.9526740123622669	0.9497984412792244
24	0.914350980919108	0.9412792260145099	0.9588013974737976	0.9540983606557364	0.9501209352324621
25	0.9051599032518143	0.94606288632088	0.9558720773985488	0.9506315506584241	0.953829615694704
26	0.8989250201558723	0.9387530233808093	0.9477559795753832	0.9428648212845998	0.9470841171728013
27	0.9163665681268479	0.9529696318194013	0.961166353130879	0.957054555227088	0.9563289438323015
28	0.9011018543402314	0.9421392098898121	0.9509002956194574	0.9449610319806487	0.9494221983337789
29	0.9138672399892503	0.946385380274118	0.9563289438323033	0.9535608707336728	0.9518274657350161
30	0.9030099435635586	0.9388605213652222	0.9426498253157756	0.9460091373286734	0.947688793335123
31	0.9106691749529701	0.9372749260951342	0.9572964256920184	0.9470303681805952	0.9526068261220081
32	0.9105885514646603	0.948696586938993	0.9581026605751144	0.9514109110454166	0.9534264982531558
33	0.8861058855146471	0.9314700349368429	0.9387261488847087	0.9345337274926077	0.939156140822358
34	0.904165546895996	0.9426498253157733	0.9509002956194574	0.9456328943832287	0.944544477291049
35	0.9054823972050526	0.9366030636925541	0.9503628056973934	0.9404729911314154	0.9456866433754348
36	0.9072829884439669	0.9441816715936555	0.9510615425960764	0.9546627250739035	0.9524187046492865
37	0.9153722117710296	0.9426229508196702	0.9598495028218222	0.9530771298038155	0.9562483203439919
38	0.9021768341843592	0.9420854608976063	0.9510615425960764	0.9480784735286203	0.9463047567858085
39	0.9011018543402316	0.9335259338887374	0.9547164740661115	0.945955388336467	0.9492609513571606
40	0.9103466809997316	0.9407954850846524	0.9542864821284602	0.9471916151572144	0.9458613276001058
41	0.9108304219295891	0.9471378661650078	0.9533190002687452	0.9514646600376233	0.9556839559258248
42	0.9063692555764583	0.9387530233808093	0.9498521902714326	0.9492609513571602	0.9420585864015031
43	0.9061811341037359	0.9352593388873937	0.9510077936038701	0.9409029830690657	0.9420585864015031
44	0.9100510615425963	0.9350174684224649	0.9528083848427843	0.9464391292663248	0.9485219027143221
45	0.9143778554152111	0.9504971781779072	0.9579951625907016	0.9565439398011272	0.9557242676699796
46	0.9114485353399626	0.9517871539908604	0.9591238914270359	0.9593120128997569	0.9556302069336179
47	0.917468422467079	0.9475678581026584	0.9627788228970708	0.9534264982531565	0.9522574576726666
48	0.9051330287557112	0.9382424079548489	0.9544746036011826	0.9458747648481579	0.9477022305831749
49	0.9020962106960497	0.9351249664068776	0.9514377855415213	0.9429185702768056	0.9476753560870717
50	0.9062348830959422	0.9398011287288345	0.9481590970169311	0.9456328943832291	0.9497446922870177
51	0.9050255307712984	0.942166084385916	0.9545283525933891	0.9496371943026058	0.9493684493415734
52	0.9019080892233274	0.9328137597420029	0.9553883364686915	0.9446922870196174	0.9464660037624281
53	0.9065036280569743	0.9375167965600623	0.95369524321419	0.9468959957000793	0.9507659231389394
54	0.8988175221714598	0.9312281644719138	0.9519484009674821	0.9419242139209877	0.9452163396936291
55	0.907148615963451	0.9443429185702752	0.9517065305025533	0.9502821822090828	0.9494490728298826
56	0.9024724536414946	0.9317656543939782	0.9531577532921259	0.9428110722923932	0.9468959957000791
57	0.9004837409298578	0.937812416017198	0.9512496640687989	0.9456866433754354	0.9487637731792511
58	0.9055092717011559	0.9400429991937631	0.955065842515453	0.9477022305831753	0.9518005912389127
59	0.9036818059661383	0.9409567320612723	0.9520021499596885	0.9464391292663252	0.9490728298844378
60	0.9050792797635048	0.9348830959419497	0.9545821015855954	0.9464122547702221	0.9506046761623204
61	0.9092179521633972	0.9343187315237814	0.9547164740661115	0.9407148615963433	0.9482128460091357
62	0.9132222520827736	0.9518677774791704	0.9583176565439399	0.9590701424348282	0.9574039236764291
63	0.8975812953507126	0.9379199140016103	0.9518409029830692	0.9464391292663248	0.9498925020155851
64	0.9198333781241603	0.9543671056167676	0.9632356893308252	0.9575920451491523	0.9556436441816694
65	0.9090298306906748	0.9410104810534786	0.9543671056167699	0.9501209352324633	0.9497043805428629
66	0.9030636925557649	0.9285944638538008	0.9516259070142437	0.9395861327600098	0.9411986025262006
67	0.9135447460360121	0.9488040849234056	0.955334587476485	0.9540983606557362	0.9520290244557897
68	0.9008599838753029	0.9302606826121991	0.9509271701155606	0.9418704649287811	0.9439935501209334
69	0.9029024455791456	0.9470841171728009	0.9559258263907554	0.950255307712979	0.9501881214727206
70	0.9079548508465469	0.9432679387261469	0.9569739317387801	0.9497178177909154	0.9499731255038946
71	0.8996506315506587	0.9306100510615412	0.94638538027412	0.940553614619725	0.9441547970975529
72	0.9039505509271704	0.9431066917495277	0.9547433485622147	0.9488578339156124	0.9515990325181384
73	0.904299919376512	0.9334856221445827	0.9553883364686914	0.9403923676431052	0.9425423273313608
74	0.8975812953507127	0.9316312819134618	0.9466003762429457	0.9436173071754888	0.9417495296963162
75	0.8954582101585599	0.9364955657081409	0.946922870196184	0.9431873152378378	0.9438591776404177
76	0.9018812147272243	0.9357430798172516	0.9444235420585867	0.9443429185702756	0.9444638538027392
77	0.9205321150228436	0.9426498253157732	0.9574307981725344	0.9566245632894367	0.9544208546089744
78	0.9029293200752488	0.9389142703574288	0.9468153722117711	0.9427035743079804	0.9457672668637447
79	0.9068261220102125	0.9425154528352583	0.9545552270894923	0.946761623219564	0.9527277613544729
80	0.8983875302338085	0.9405804891158265	0.9500403117441549	0.9424617038430511	0.9437113679118498
81	0.9038161784466546	0.9420317119053998	0.9501478097285678	0.9453641494221969	0.9431738779897857
82	0.9103198065036284	0.9452835259338868	0.9483472184896535	0.9515990325181383	0.9511959150765907
83	0.9023112066648753	0.9379199140016105	0.9511690405804893	0.9463316312819121	0.9482665950013422
84	0.9089223327062619	0.940634238108034	0.9587476484815912	0.9467616232195639	0.9507793603869911
85	0.8981994087610862	0.9360655737704894	0.9487772104273047	0.94135984950282	0.942837946788496
86	0.9054017737167432	0.9370599301263081	0.9567051867777481	0.9452297769416812	0.9513840365493128
87	0.9016124697661924	0.9453372749260931	0.9538296156947058	0.9515721580220358	0.955173340499864
88	0.9027949475947328	0.9383230314431589	0.9597688793335127	0.9403923676431061	0.9501209352324628
89	0.9140822359580759	0.9521633969363053	0.9602526202633702	0.9582907820478351	0.9573233001881197
90	0.9157484547164744	0.9511690405804872	0.9658425154528354	0.9580757860790102	0.9572158022037068
91	0.9100779360386997	0.942999193765115	0.9567051867777481	0.947944101048104	0.9522708949207184
92	0.9057511421660844	0.9444772910507913	0.9560870733673745	0.9495834453103993	0.9493281375974187
93	0.9060736361193232	0.9427035743079797	0.9509540446116638	0.9460628863208798	0.9471647406611108
94	0.909594195108842	0.9400429991937633	0.9557108304219298	0.949690943294812	0.9492609513571609
95	0.8985487772104277	0.9383230314431581	0.9489922063961302	0.9437516796560048	0.9480650362805674
96	0.914216608438592	0.9505509271701136	0.9603063692555767	0.9563558183284052	0.9541252351518391
97	0.9075786079011021	0.9437785541521078	0.9592582639075519	0.9530771298038153	0.9486965869389928
98	0.9025799516259074	0.9421660843859156	0.9555227089492073	0.9512496640687973	0.9511421660843845
99	0.916527815103467	0.9472722386455235	0.9556302069336202	0.9559527008868572	0.9519484009674799
100	0.9133297500671866	0.9399892502015569	0.9552539639881754	0.9511421660843848	0.9536818059661366
