DOID:3457	186
DOID:3457	6776
DOID:3457	999
DOID:3457	185
DOID:10611	4157
DOID:2773	4317
DOID:2773	2833
DOID:2773	2937
DOID:2773	3485
DOID:2773	7296
DOID:2773	6279
DOID:2773	3849
DOID:2773	7295
DOID:2773	57016
DOID:2773	11004
DOID:2773	30968
DOID:2773	4835
DOID:2773	3489
DOID:2773	3315
DOID:2773	9759
DOID:2773	2312
DOID:2773	2936
DOID:2773	1394
DOID:2773	2539
DOID:2773	1520
DOID:2773	7177
DOID:2773	3934
DOID:2773	1230
DOID:2773	51311
DOID:2773	6288
DOID:2773	9547
DOID:2773	3320
DOID:2773	4319
DOID:2773	1728
DOID:2773	54658
DOID:2773	196
DOID:2773	6647
DOID:2773	2495
DOID:2773	1646
DOID:2773	23657
DOID:2773	8744
DOID:2773	960
DOID:2773	9076
DOID:2773	1672
DOID:2773	1543
DOID:2773	1843
DOID:2773	596
DOID:2773	3851
DOID:2773	1490
DOID:2773	2720
DOID:2773	5718
DOID:2773	54578
DOID:2773	942
DOID:2773	2729
DOID:2773	7422
DOID:2773	2950
DOID:2773	9588
DOID:2773	6649
DOID:2773	3162
DOID:2773	6317
DOID:2773	10850
DOID:2773	841
DOID:2773	2167
DOID:2773	7099
DOID:2773	1649
DOID:2773	3084
DOID:2773	3858
DOID:2773	6318
DOID:2773	3621
DOID:2773	3108
DOID:2773	5008
DOID:2773	5266
DOID:2773	8544
DOID:2773	1545
DOID:2773	3606
DOID:2773	2315
DOID:12177	23495
DOID:12177	4790
DOID:12177	1380
DOID:12177	8742
DOID:12177	5580
DOID:12177	29851
DOID:12177	115650
DOID:12177	931
DOID:12177	930
DOID:12177	975
DOID:12177	4791
DOID:12177	987
DOID:557	301
DOID:557	1471
DOID:557	213
DOID:557	3953
DOID:557	65125
DOID:557	3557
DOID:557	7369
DOID:557	4288
DOID:557	3075
DOID:557	6559
DOID:557	6721
DOID:557	567
DOID:557	3479
DOID:557	29108
DOID:557	406991
DOID:557	7225
DOID:557	7055
DOID:557	26762
DOID:557	4601
DOID:557	6720
DOID:557	2628
DOID:557	147
DOID:557	3116
DOID:557	2056
DOID:557	406967
DOID:557	1536
DOID:557	2539
DOID:557	59
DOID:557	6352
DOID:557	1026
DOID:557	4881
DOID:557	57007
DOID:557	1636
DOID:557	3934
DOID:557	4780
DOID:557	7033
DOID:557	1440
DOID:557	6927
DOID:557	150280
DOID:557	142
DOID:557	1728
DOID:557	8714
DOID:557	6648
DOID:557	1191
DOID:557	11136
